0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.501000000000000000e+03
2.000000000000000000e+00,5.002000000000000000e+03
3.000000000000000000e+00,7.503000000000000000e+03
4.000000000000000000e+00,1.000400000000000000e+04
5.000000000000000000e+00,1.250500000000000000e+04
6.000000000000000000e+00,1.500600000000000000e+04
7.000000000000000000e+00,1.750700000000000000e+04
8.000000000000000000e+00,2.000800000000000000e+04
9.000000000000000000e+00,2.250900000000000000e+04
1.000000000000000000e+01,2.501000000000000000e+04
1.100000000000000000e+01,2.751100000000000000e+04
1.200000000000000000e+01,3.001200000000000000e+04
1.300000000000000000e+01,3.251300000000000000e+04
1.400000000000000000e+01,3.501400000000000000e+04
1.500000000000000000e+01,3.751500000000000000e+04
1.600000000000000000e+01,4.001600000000000000e+04
1.700000000000000000e+01,4.251700000000000000e+04
1.800000000000000000e+01,4.501800000000000000e+04
1.900000000000000000e+01,4.751900000000000000e+04
2.000000000000000000e+01,5.002000000000000000e+04
2.100000000000000000e+01,5.252100000000000000e+04
2.200000000000000000e+01,5.502200000000000000e+04
2.300000000000000000e+01,5.752300000000000000e+04
2.400000000000000000e+01,6.002400000000000000e+04
2.500000000000000000e+01,6.252500000000000000e+04
2.600000000000000000e+01,6.502600000000000000e+04
2.700000000000000000e+01,6.752700000000000000e+04
2.800000000000000000e+01,7.002800000000000000e+04
2.900000000000000000e+01,7.252900000000000000e+04
3.000000000000000000e+01,7.503000000000000000e+04
3.100000000000000000e+01,7.753100000000000000e+04
3.200000000000000000e+01,8.003200000000000000e+04
3.300000000000000000e+01,8.253300000000000000e+04
3.400000000000000000e+01,8.503400000000000000e+04
3.500000000000000000e+01,8.753500000000000000e+04
3.600000000000000000e+01,9.003600000000000000e+04
3.700000000000000000e+01,9.253700000000000000e+04
3.800000000000000000e+01,9.503800000000000000e+04
3.900000000000000000e+01,9.753900000000000000e+04
4.000000000000000000e+01,1.000400000000000000e+05
4.100000000000000000e+01,1.025410000000000000e+05
4.200000000000000000e+01,1.050420000000000000e+05
4.300000000000000000e+01,1.075430000000000000e+05
4.400000000000000000e+01,1.100440000000000000e+05
4.500000000000000000e+01,1.125450000000000000e+05
4.600000000000000000e+01,1.150460000000000000e+05
4.700000000000000000e+01,1.175470000000000000e+05
4.800000000000000000e+01,1.200480000000000000e+05
4.900000000000000000e+01,1.225490000000000000e+05
5.000000000000000000e+01,1.250500000000000000e+05
5.100000000000000000e+01,1.275510000000000000e+05
5.200000000000000000e+01,1.300520000000000000e+05
5.300000000000000000e+01,1.325530000000000000e+05
5.400000000000000000e+01,1.350540000000000000e+05
5.500000000000000000e+01,1.375550000000000000e+05
5.600000000000000000e+01,1.400560000000000000e+05
5.700000000000000000e+01,1.425570000000000000e+05
5.800000000000000000e+01,1.450580000000000000e+05
5.900000000000000000e+01,1.475590000000000000e+05
6.000000000000000000e+01,1.500600000000000000e+05
6.100000000000000000e+01,1.525610000000000000e+05
6.200000000000000000e+01,1.550620000000000000e+05
6.300000000000000000e+01,1.575630000000000000e+05
6.400000000000000000e+01,1.600640000000000000e+05
6.500000000000000000e+01,1.625650000000000000e+05
6.600000000000000000e+01,1.650660000000000000e+05
6.700000000000000000e+01,1.675670000000000000e+05
6.800000000000000000e+01,1.700680000000000000e+05
6.900000000000000000e+01,1.725690000000000000e+05
7.000000000000000000e+01,1.750700000000000000e+05
7.100000000000000000e+01,1.775710000000000000e+05
7.200000000000000000e+01,1.800720000000000000e+05
7.300000000000000000e+01,1.825730000000000000e+05
7.400000000000000000e+01,1.850740000000000000e+05
7.500000000000000000e+01,1.875750000000000000e+05
7.600000000000000000e+01,1.900760000000000000e+05
7.700000000000000000e+01,1.925770000000000000e+05
7.800000000000000000e+01,1.950780000000000000e+05
7.900000000000000000e+01,1.975790000000000000e+05
8.000000000000000000e+01,2.000800000000000000e+05
8.100000000000000000e+01,2.025810000000000000e+05
8.200000000000000000e+01,2.050820000000000000e+05
8.300000000000000000e+01,2.075830000000000000e+05
8.400000000000000000e+01,2.100840000000000000e+05
8.500000000000000000e+01,2.125850000000000000e+05
8.600000000000000000e+01,2.150860000000000000e+05
8.700000000000000000e+01,2.175870000000000000e+05
8.800000000000000000e+01,2.200880000000000000e+05
8.900000000000000000e+01,2.225890000000000000e+05
9.000000000000000000e+01,2.250900000000000000e+05
9.100000000000000000e+01,2.275910000000000000e+05
9.200000000000000000e+01,2.300920000000000000e+05
9.300000000000000000e+01,2.325930000000000000e+05
9.400000000000000000e+01,2.350940000000000000e+05
9.500000000000000000e+01,2.375950000000000000e+05
9.600000000000000000e+01,2.400960000000000000e+05
9.700000000000000000e+01,2.425970000000000000e+05
9.800000000000000000e+01,2.450980000000000000e+05
9.900000000000000000e+01,2.475990000000000000e+05
1.000000000000000000e+02,2.501000000000000000e+05
1.010000000000000000e+02,2.526010000000000000e+05
1.020000000000000000e+02,2.551020000000000000e+05
1.030000000000000000e+02,2.576030000000000000e+05
1.040000000000000000e+02,2.601040000000000000e+05
1.050000000000000000e+02,2.626050000000000000e+05
1.060000000000000000e+02,2.651060000000000000e+05
1.070000000000000000e+02,2.676070000000000000e+05
1.080000000000000000e+02,2.701080000000000000e+05
1.090000000000000000e+02,2.726090000000000000e+05
1.100000000000000000e+02,2.751100000000000000e+05
1.110000000000000000e+02,2.776110000000000000e+05
1.120000000000000000e+02,2.801120000000000000e+05
1.130000000000000000e+02,2.826130000000000000e+05
1.140000000000000000e+02,2.851140000000000000e+05
1.150000000000000000e+02,2.876150000000000000e+05
1.160000000000000000e+02,2.901160000000000000e+05
1.170000000000000000e+02,2.926170000000000000e+05
1.180000000000000000e+02,2.951180000000000000e+05
1.190000000000000000e+02,2.976190000000000000e+05
1.200000000000000000e+02,3.001200000000000000e+05
1.210000000000000000e+02,3.026210000000000000e+05
1.220000000000000000e+02,3.051220000000000000e+05
1.230000000000000000e+02,3.076230000000000000e+05
1.240000000000000000e+02,3.101240000000000000e+05
1.250000000000000000e+02,3.126250000000000000e+05
1.260000000000000000e+02,3.151260000000000000e+05
1.270000000000000000e+02,3.176270000000000000e+05
1.280000000000000000e+02,3.201280000000000000e+05
1.290000000000000000e+02,3.226290000000000000e+05
1.300000000000000000e+02,3.251300000000000000e+05
1.310000000000000000e+02,3.276310000000000000e+05
1.320000000000000000e+02,3.301320000000000000e+05
1.330000000000000000e+02,3.326330000000000000e+05
1.340000000000000000e+02,3.351340000000000000e+05
1.350000000000000000e+02,3.376350000000000000e+05
1.360000000000000000e+02,3.401360000000000000e+05
1.370000000000000000e+02,3.426370000000000000e+05
1.380000000000000000e+02,3.451380000000000000e+05
1.390000000000000000e+02,3.476390000000000000e+05
1.400000000000000000e+02,3.501400000000000000e+05
1.410000000000000000e+02,3.526410000000000000e+05
1.420000000000000000e+02,3.551420000000000000e+05
1.430000000000000000e+02,3.576430000000000000e+05
1.440000000000000000e+02,3.601440000000000000e+05
1.450000000000000000e+02,3.626450000000000000e+05
1.460000000000000000e+02,3.651460000000000000e+05
1.470000000000000000e+02,3.676470000000000000e+05
1.480000000000000000e+02,3.701480000000000000e+05
1.490000000000000000e+02,3.726490000000000000e+05
1.500000000000000000e+02,3.751500000000000000e+05
1.510000000000000000e+02,3.776510000000000000e+05
1.520000000000000000e+02,3.801520000000000000e+05
1.530000000000000000e+02,3.826530000000000000e+05
1.540000000000000000e+02,3.851540000000000000e+05
1.550000000000000000e+02,3.876550000000000000e+05
1.560000000000000000e+02,3.901560000000000000e+05
1.570000000000000000e+02,3.926570000000000000e+05
1.580000000000000000e+02,3.951580000000000000e+05
1.590000000000000000e+02,3.976590000000000000e+05
1.600000000000000000e+02,4.001600000000000000e+05
1.610000000000000000e+02,4.026610000000000000e+05
1.620000000000000000e+02,4.051620000000000000e+05
1.630000000000000000e+02,4.076630000000000000e+05
1.640000000000000000e+02,4.101640000000000000e+05
1.650000000000000000e+02,4.126650000000000000e+05
1.660000000000000000e+02,4.151660000000000000e+05
1.670000000000000000e+02,4.176670000000000000e+05
1.680000000000000000e+02,4.201680000000000000e+05
1.690000000000000000e+02,4.226690000000000000e+05
1.700000000000000000e+02,4.251700000000000000e+05
1.710000000000000000e+02,4.276710000000000000e+05
1.720000000000000000e+02,4.301720000000000000e+05
1.730000000000000000e+02,4.326730000000000000e+05
1.740000000000000000e+02,4.351740000000000000e+05
1.750000000000000000e+02,4.376750000000000000e+05
1.760000000000000000e+02,4.401760000000000000e+05
1.770000000000000000e+02,4.426770000000000000e+05
1.780000000000000000e+02,4.451780000000000000e+05
1.790000000000000000e+02,4.476790000000000000e+05
1.800000000000000000e+02,4.501800000000000000e+05
1.810000000000000000e+02,4.526810000000000000e+05
1.820000000000000000e+02,4.551820000000000000e+05
1.830000000000000000e+02,4.576830000000000000e+05
1.840000000000000000e+02,4.601840000000000000e+05
1.850000000000000000e+02,4.626850000000000000e+05
1.860000000000000000e+02,4.651860000000000000e+05
1.870000000000000000e+02,4.676870000000000000e+05
1.880000000000000000e+02,4.701880000000000000e+05
1.890000000000000000e+02,4.726890000000000000e+05
1.900000000000000000e+02,4.751900000000000000e+05
1.910000000000000000e+02,4.776910000000000000e+05
1.920000000000000000e+02,4.801920000000000000e+05
1.930000000000000000e+02,4.826930000000000000e+05
1.940000000000000000e+02,4.851940000000000000e+05
